,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,FamilySize,Enrolled,Total
1724,PostGraduated,Alone,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1,41,2,9,324
1725,PostGraduated,Alone,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,44,2,9,69
1726,Graduation,Together,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,68,4,11,252
1727,UnderGraduate,Alone,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,58,2,10,54
1728,PostGraduated,Together,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,62,4,10,964
1729,Graduation,Together,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,72,3,10,1327
1730,PostGraduated,Together,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,59,4,9,68
1731,Graduation,Together,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,64,2,11,60
1732,Graduation,Alone,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0,68,3,10,55
1733,Graduation,Together,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,57,2,9,1456
1734,UnderGraduate,Alone,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,3,11,0,65,2,10,563
1735,Graduation,Alone,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,69,2,10,1504
1736,Graduation,Alone,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,56,3,9,564
1737,Graduation,Together,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0,60,2,10,1125
1738,Graduation,Together,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,64,3,9,358
1739,PostGraduated,Together,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,3,10,42
1740,Graduation,Together,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0,59,3,9,184
1741,Graduation,Together,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,40,3,10,460
1742,PostGraduated,Alone,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,3,11,1,78,1,9,145
1743,Graduation,Together,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,76,2,10,1376
1744,PostGraduated,Alone,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,54,2,10,792
1745,Graduation,Together,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,71,2,11,1382
1746,UnderGraduate,Together,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0,76,2,11,28
1747,PostGraduated,Together,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,77,2,10,1033
1748,Graduation,Alone,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0,54,2,10,882
1749,PostGraduated,Together,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,74,2,10,2231
1750,PostGraduated,Together,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,1,62,3,11,1101
1751,Graduation,Together,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,49,3,11,369
1752,UnderGraduate,Alone,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,43,2,9,48
1753,PostGraduated,Alone,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,74,2,10,467
1754,Graduation,Alone,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,52,3,11,44
1755,UnderGraduate,Alone,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,44,3,10,38
1756,Graduation,Together,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,55,4,10,81
1757,PostGraduated,Alone,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,52,2,10,167
1758,PostGraduated,Together,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,68,4,9,45
1759,Graduation,Together,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,51,3,10,664
1760,UnderGraduate,Together,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,59,3,10,622
1761,UnderGraduate,Alone,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,44,2,10,48
1762,Graduation,Together,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,48,3,10,461
1763,Graduation,Together,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,46,3,10,1073
1764,UnderGraduate,Together,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,37,3,10,55
1765,Graduation,Together,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,67,3,10,976
1766,PostGraduated,Alone,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,43,2,9,20
1767,Graduation,Together,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,41,2,10,1149
1768,UnderGraduate,Together,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,62,2,9,43
1769,PostGraduated,Together,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,48,3,10,224
1770,PostGraduated,Alone,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,49,2,11,101
1771,PostGraduated,Together,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,77,2,10,209
1772,Graduation,Alone,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,38,1,11,968
1773,PostGraduated,Together,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,71,2,10,1165
1774,Graduation,Together,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,56,3,9,24
1775,Graduation,Together,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,68,4,11,252
1776,Graduation,Alone,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,38,2,11,165
1777,PostGraduated,Together,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,46,2,11,269
1778,PostGraduated,Together,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,50,3,10,102
1779,UnderGraduate,Together,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,39,2,10,461
1780,UnderGraduate,Alone,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,44,2,11,47
1781,PostGraduated,Alone,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,47,3,9,144
1782,Graduation,Together,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,55,2,11,1338
1783,Graduation,Together,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,64,3,10,917
1784,Graduation,Together,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,52,4,10,318
1785,Graduation,Alone,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,56,3,11,253
1786,Graduation,Together,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,50,3,11,502
1787,Graduation,Together,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,40,3,10,119
1788,UnderGraduate,Together,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,44,4,11,1250
1789,Graduation,Together,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,44,3,10,969
1790,Graduation,Together,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,73,4,10,76
1791,PostGraduated,Alone,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,60,3,9,62
1792,UnderGraduate,Together,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,61,2,10,1382
1793,Graduation,Alone,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0,47,2,9,84
1794,Graduation,Together,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,71,4,10,255
1795,PostGraduated,Together,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,63,4,10,43
1796,Graduation,Alone,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0,68,2,10,398
1797,PostGraduated,Alone,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,46,2,9,76
1798,Graduation,Together,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0,59,4,9,902
1799,UnderGraduate,Together,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,42,3,9,823
1800,Graduation,Together,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0,47,3,9,1179
1801,Graduation,Together,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0,49,3,11,1921
1802,PostGraduated,Together,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0,72,4,10,185
1803,Graduation,Alone,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,57,3,10,433
1804,Graduation,Together,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0,72,4,9,34
1805,Graduation,Together,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,65,3,10,907
1806,PostGraduated,Alone,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0,57,3,10,416
1807,Graduation,Alone,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,59,3,10,44
1808,Graduation,Together,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1,67,2,9,1588
1809,PostGraduated,Alone,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,49,1,11,1797
1810,Graduation,Together,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,57,4,11,40
1811,PostGraduated,Alone,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0,60,2,11,1143
1812,PostGraduated,Together,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0,54,2,9,914
1813,Graduation,Together,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0,31,2,10,1502
1814,Graduation,Alone,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0,69,2,10,1338
1815,PostGraduated,Together,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0,40,3,10,27
1816,UnderGraduate,Together,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0,41,3,10,763
1817,Graduation,Alone,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1,72,1,10,1331
1818,Graduation,Together,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0,67,4,10,525
1819,PostGraduated,Together,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,62,4,9,9
1820,Graduation,Together,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0,61,3,9,953
1821,PostGraduated,Alone,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,52,3,10,68
1822,PostGraduated,Alone,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,52,3,10,131
1823,Graduation,Together,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,55,3,10,882
1824,UnderGraduate,Together,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0,45,2,11,1149
1825,Graduation,Together,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0,54,3,10,37
1826,PostGraduated,Alone,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0,58,2,10,388
1827,Graduation,Together,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1,37,2,10,1428
1828,PostGraduated,Together,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0,65,2,10,1633
1829,PostGraduated,Together,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1,48,3,10,173
1830,Graduation,Alone,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,36,2,10,99
1831,Graduation,Together,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0,64,3,10,215
1832,PostGraduated,Together,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0,61,3,10,929
1833,Graduation,Together,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0,49,3,9,219
1834,Graduation,Together,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1,46,4,10,174
1835,Graduation,Together,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0,45,4,11,92
1836,PostGraduated,Together,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0,53,2,10,1052
1837,Graduation,Together,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,3,11,0,66,3,10,275
1838,UnderGraduate,Together,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,0,68,3,11,587
1839,PostGraduated,Alone,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1,69,2,11,1662
1840,PostGraduated,Together,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0,41,3,10,159
1841,PostGraduated,Alone,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1,70,1,10,1024
1842,PostGraduated,Alone,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,55,2,9,35
1843,PostGraduated,Together,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,0,66,2,10,1042
1844,PostGraduated,Together,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0,58,4,10,395
1845,PostGraduated,Together,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,1,48,2,11,557
1846,PostGraduated,Together,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0,60,4,9,9
1847,Graduation,Together,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0,33,2,10,69
1848,PostGraduated,Together,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,3,11,0,57,3,9,486
1849,Graduation,Alone,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,35,2,9,34
1850,UnderGraduate,Alone,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1,28,1,11,1365
1851,Graduation,Together,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,48,3,10,13
1852,PostGraduated,Together,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0,45,2,11,1401
1853,Graduation,Together,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,3,11,1,62,2,10,1574
1854,PostGraduated,Alone,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1,39,1,10,1323
1855,PostGraduated,Alone,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0,52,2,10,1217
1856,PostGraduated,Alone,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0,72,4,11,103
1857,PostGraduated,Together,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0,47,2,10,84
1858,PostGraduated,Together,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0,51,2,10,1536
1859,Graduation,Together,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,3,11,0,38,3,11,581
1860,PostGraduated,Together,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0,57,3,11,928
1861,UnderGraduate,Alone,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0,48,1,10,14
1862,Graduation,Alone,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,44,2,10,424
1863,Graduation,Together,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,3,11,0,52,3,10,960
1864,Graduation,Together,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,41,2,11,1555
1865,Graduation,Alone,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,3,11,1,50,3,11,656
1866,PostGraduated,Together,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0,55,4,10,55
1867,Graduation,Alone,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,39,2,9,20
1868,PostGraduated,Together,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,3,11,0,52,3,11,367
1869,UnderGraduate,Together,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,3,11,1,46,2,9,2257
1870,PostGraduated,Alone,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,56,2,9,42
1871,Graduation,Alone,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,3,11,0,59,2,10,1049
1872,Graduation,Alone,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,51,3,9,48
1873,PostGraduated,Alone,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,3,11,0,75,2,10,685
1874,Graduation,Alone,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,3,11,0,71,2,9,39
1875,UnderGraduate,Alone,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,3,11,0,36,1,9,43
1876,PostGraduated,Alone,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,3,11,1,64,1,11,835
1877,Graduation,Together,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,3,11,0,65,2,9,1515
1878,PostGraduated,Together,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,3,11,0,72,3,10,1039
1879,Graduation,Alone,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,3,11,0,48,2,10,1596
1880,PostGraduated,Together,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,3,11,1,39,2,11,1828
1881,PostGraduated,Together,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,3,11,1,54,3,9,34
1882,PostGraduated,Alone,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,3,11,0,55,2,9,149
1883,PostGraduated,Alone,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,3,11,0,54,2,10,946
1884,PostGraduated,Alone,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,3,11,0,38,1,9,28
1885,Graduation,Alone,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,3,11,0,39,2,11,450
1886,PostGraduated,Together,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,3,11,0,66,4,9,46
1887,PostGraduated,Alone,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,3,11,1,52,1,10,1702
1888,Graduation,Together,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,3,11,0,48,4,10,820
1889,Graduation,Together,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,3,11,0,41,3,10,382
1890,PostGraduated,Together,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,35,2,11,2126
1891,PostGraduated,Together,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,3,11,0,34,2,9,2069
1892,Graduation,Together,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,38,3,10,72
1893,Graduation,Alone,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,3,11,0,55,2,9,732
1894,Graduation,Alone,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,3,11,0,49,1,9,801
1895,Graduation,Alone,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,3,11,0,74,2,10,236
1896,UnderGraduate,Together,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,45,3,11,80
1897,PostGraduated,Alone,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,3,11,0,69,1,9,1685
1898,PostGraduated,Alone,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,3,11,0,78,1,9,277
1899,PostGraduated,Together,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,73,3,10,507
1900,PostGraduated,Together,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,59,4,10,68
1901,Graduation,Alone,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,40,1,9,49
1902,PostGraduated,Together,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,3,11,0,36,2,9,397
1903,Graduation,Alone,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,3,11,0,52,2,10,39
1904,Graduation,Together,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,3,11,0,55,3,9,306
1905,Graduation,Together,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,69,2,10,976
1906,PostGraduated,Together,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,3,11,0,52,3,10,1028
1907,Graduation,Together,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,3,11,0,37,3,9,70
1908,Graduation,Together,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,0,64,2,10,46
1909,PostGraduated,Together,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,3,11,0,43,3,10,51
1910,UnderGraduate,Together,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,3,11,0,63,2,9,1263
1911,Graduation,Alone,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,3,11,0,53,2,11,1490
1912,PostGraduated,Together,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,52,2,11,1564
1913,Graduation,Together,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,3,11,1,56,3,11,1815
1914,PostGraduated,Alone,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,0,60,2,10,1198
1915,Graduation,Alone,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,3,11,1,55,2,11,416
1916,Graduation,Together,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,33,2,10,85
1917,PostGraduated,Alone,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,3,11,0,42,2,10,47
1918,Graduation,Alone,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,47,1,10,137
1919,PostGraduated,Together,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,58,4,11,21
1920,UnderGraduate,Alone,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,3,11,0,46,2,9,70
1921,UnderGraduate,Together,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,3,11,0,51,3,9,909
1922,Graduation,Alone,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,3,11,1,67,1,11,1676
1923,PostGraduated,Alone,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,3,11,0,80,1,10,1735
1924,Graduation,Alone,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,3,11,0,64,3,10,1191
1925,PostGraduated,Together,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,46,3,10,24
1926,PostGraduated,Together,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,54,3,11,1182
